GB_Accession/TriTrypDB,Species,Strain
Tbb1125VSG-6735,Trypanosoma brucei brucei,NA
Tbb1125VSG-6736,Trypanosoma brucei brucei,NA
Tbb1125VSG-6737,Trypanosoma brucei brucei,NA
Tbb1125VSG-6738,Trypanosoma brucei brucei,NA
Tbb1125VSG-6739,Trypanosoma brucei brucei,NA
Tbb1125VSG-6740,Trypanosoma brucei brucei,NA
Tbb1125VSG-6741,Trypanosoma brucei brucei,NA
Tbb1125VSG-6742,Trypanosoma brucei brucei,NA
Tbb1125VSG-6743,Trypanosoma brucei brucei,NA
Tbb1125VSG-6744,Trypanosoma brucei brucei,NA
Tbb1125VSG-6745,Trypanosoma brucei brucei,NA
Tbb1125VSG-6746,Trypanosoma brucei brucei,NA
Tbb1125VSG-6747,Trypanosoma brucei brucei,NA
Tbb1125VSG-6748,Trypanosoma brucei brucei,NA
Tbb1125VSG-6749,Trypanosoma brucei brucei,NA
Tbb1125VSG-6750,Trypanosoma brucei brucei,NA
Tbb1125VSG-6751,Trypanosoma brucei brucei,NA
Tbb1125VSG-6752,Trypanosoma brucei brucei,NA
Tbb1125VSG-6753,Trypanosoma brucei brucei,NA
Tbb1125VSG-6754,Trypanosoma brucei brucei,NA
Tbb1125VSG-6755,Trypanosoma brucei brucei,NA
Tbb1125VSG-6756,Trypanosoma brucei brucei,NA
Tbb1125VSG-6757,Trypanosoma brucei brucei,NA
Tbb1125VSG-6761,Trypanosoma brucei brucei,NA
Tbb1125VSG-6762,Trypanosoma brucei brucei,NA
Tbb1125VSG-6763,Trypanosoma brucei brucei,NA
Tbb1125VSG-6764,Trypanosoma brucei brucei,NA
Tbb1125VSG-6765,Trypanosoma brucei brucei,NA
Tbb1125VSG-6766,Trypanosoma brucei brucei,NA
Tbb1125VSG-6767,Trypanosoma brucei brucei,NA
Tbb1125VSG-6768,Trypanosoma brucei brucei,NA
Tbb1125VSG-6769,Trypanosoma brucei brucei,NA
Tbb1125VSG-6770,Trypanosoma brucei brucei,NA
Tbb1125VSG-6771,Trypanosoma brucei brucei,NA
Tbb1125VSG-6772,Trypanosoma brucei brucei,NA
Tbb1125VSG-6773,Trypanosoma brucei brucei,NA
Tbb1125VSG-6774,Trypanosoma brucei brucei,NA
Tbb1125VSG-6775,Trypanosoma brucei brucei,NA
Tbb1125VSG-6776,Trypanosoma brucei brucei,NA
Tbb1125VSG-6777,Trypanosoma brucei brucei,NA
Tbb1125VSG-6778,Trypanosoma brucei brucei,NA
Tbb1125VSG-6779,Trypanosoma brucei brucei,NA
Tbb1125VSG-6780,Trypanosoma brucei brucei,NA
Tbb1125VSG-6781,Trypanosoma brucei brucei,NA
Tbb1125VSG-6782,Trypanosoma brucei brucei,NA
Tbb1125VSG-6783,Trypanosoma brucei brucei,NA
Tbb1125VSG-6784,Trypanosoma brucei brucei,NA
Tbb1125VSG-6785,Trypanosoma brucei brucei,NA
Tbb1125VSG-6786,Trypanosoma brucei brucei,NA
Tbb1125VSG-6787,Trypanosoma brucei brucei,NA
Tbb1125VSG-6788,Trypanosoma brucei brucei,NA
Tbb1125VSG-6789,Trypanosoma brucei brucei,NA
Tbb1125VSG-6790,Trypanosoma brucei brucei,NA
Tbb1125VSG-6791,Trypanosoma brucei brucei,NA
Tbb1125VSG-6792,Trypanosoma brucei brucei,NA
Tbb1125VSG-6793,Trypanosoma brucei brucei,NA
Tbb1125VSG-6794,Trypanosoma brucei brucei,NA
Tbb1125VSG-6795,Trypanosoma brucei brucei,NA
Tbb1125VSG-6796,Trypanosoma brucei brucei,NA
Tbb1125VSG-6797,Trypanosoma brucei brucei,NA
Tbb1125VSG-6798,Trypanosoma brucei brucei,NA
Tbb1125VSG-6799,Trypanosoma brucei brucei,NA
Tbb1125VSG-6800,Trypanosoma brucei brucei,NA
Tbb1125VSG-6801,Trypanosoma brucei brucei,NA
Tbb1125VSG-6802,Trypanosoma brucei brucei,NA
Tbb1125VSG-6803,Trypanosoma brucei brucei,NA
Tbb1125VSG-6805,Trypanosoma brucei brucei,NA
Tbb1125VSG-6806,Trypanosoma brucei brucei,NA
Tbb1125VSG-6807,Trypanosoma brucei brucei,NA
Tbb1125VSG-6809,Trypanosoma brucei brucei,NA
Tbb1125VSG-6810,Trypanosoma brucei brucei,NA
Tbb1125VSG-6811,Trypanosoma brucei brucei,NA
Tbb1125VSG-6812,Trypanosoma brucei brucei,NA
Tbb1125VSG-6813,Trypanosoma brucei brucei,NA
Tbb1125VSG-6814,Trypanosoma brucei brucei,NA
Tbb1125VSG-6815,Trypanosoma brucei brucei,NA
Tbb1125VSG-6816,Trypanosoma brucei brucei,NA
Tbb1125VSG-6817,Trypanosoma brucei brucei,NA
Tbb1125VSG-6818,Trypanosoma brucei brucei,NA
Tbb1125VSG-6819,Trypanosoma brucei brucei,NA
Tbb1125VSG-6820,Trypanosoma brucei brucei,NA
Tbb1125VSG-6821,Trypanosoma brucei brucei,NA
Tbb1125VSG-6822,Trypanosoma brucei brucei,NA
Tbb1125VSG-6823,Trypanosoma brucei brucei,NA
Tbb1125VSG-6824,Trypanosoma brucei brucei,NA
Tbb1125VSG-6825,Trypanosoma brucei brucei,NA
Tbb1125VSG-6826,Trypanosoma brucei brucei,NA
Tbb1125VSG-6827,Trypanosoma brucei brucei,NA
Tbb1125VSG-6828,Trypanosoma brucei brucei,NA
Tbb1125VSG-6829,Trypanosoma brucei brucei,NA
Tbb1125VSG-6830,Trypanosoma brucei brucei,NA
Tbb1125VSG-6831,Trypanosoma brucei brucei,NA
Tbb1125VSG-6832,Trypanosoma brucei brucei,NA
Tbb1125VSG-6833,Trypanosoma brucei brucei,NA
Tbb1125VSG-6834,Trypanosoma brucei brucei,NA
Tbb1125VSG-6835,Trypanosoma brucei brucei,NA
Tbb1125VSG-6836,Trypanosoma brucei brucei,NA
Tbb1125VSG-6837,Trypanosoma brucei brucei,NA
Tbb1125VSG-6838,Trypanosoma brucei brucei,NA
Tbb1125VSG-6839,Trypanosoma brucei brucei,NA
Tbb1125VSG-6840,Trypanosoma brucei brucei,NA
Tbb1125VSG-6841,Trypanosoma brucei brucei,NA
Tbb1125VSG-6843,Trypanosoma brucei brucei,NA
Tbb1125VSG-6844,Trypanosoma brucei brucei,NA
Tbb1125VSG-6845,Trypanosoma brucei brucei,NA
Tbb1125VSG-6846,Trypanosoma brucei brucei,NA
Tbb1125VSG-6847,Trypanosoma brucei brucei,NA
Tbb1125VSG-6848,Trypanosoma brucei brucei,NA
Tbb1125VSG-6849,Trypanosoma brucei brucei,NA
Tbb1125VSG-6850,Trypanosoma brucei brucei,NA
Tbb1125VSG-6851,Trypanosoma brucei brucei,NA
Tbb1125VSG-6852,Trypanosoma brucei brucei,NA
Tbb1125VSG-6853,Trypanosoma brucei brucei,NA
Tbb1125VSG-6854,Trypanosoma brucei brucei,NA
Tbb1125VSG-6855,Trypanosoma brucei brucei,NA
Tbb1125VSG-6856,Trypanosoma brucei brucei,NA
Tbb1125VSG-6857,Trypanosoma brucei brucei,NA
Tbb1125VSG-6858,Trypanosoma brucei brucei,NA
Tbb1125VSG-6859,Trypanosoma brucei brucei,NA
Tbb1125VSG-6860,Trypanosoma brucei brucei,NA
Tbb1125VSG-6861,Trypanosoma brucei brucei,NA
Tbb1125VSG-6862,Trypanosoma brucei brucei,NA
Tbb1125VSG-6864,Trypanosoma brucei brucei,NA
Tbb1125VSG-6865,Trypanosoma brucei brucei,NA
Tbb1125VSG-6866,Trypanosoma brucei brucei,NA
Tbb1125VSG-6867,Trypanosoma brucei brucei,NA
Tbb1125VSG-6868,Trypanosoma brucei brucei,NA
Tbb1125VSG-6869,Trypanosoma brucei brucei,NA
Tbb1125VSG-6870,Trypanosoma brucei brucei,NA
Tbb1125VSG-6871,Trypanosoma brucei brucei,NA
Tbb1125VSG-6872,Trypanosoma brucei brucei,NA
Tbb1125VSG-6873,Trypanosoma brucei brucei,NA
Tbb1125VSG-6874,Trypanosoma brucei brucei,NA
Tbb1125VSG-6875,Trypanosoma brucei brucei,NA
Tbb1125VSG-6876,Trypanosoma brucei brucei,NA
Tbb1125VSG-6877,Trypanosoma brucei brucei,NA
Tbb1125VSG-6878,Trypanosoma brucei brucei,NA
Tbb1125VSG-6879,Trypanosoma brucei brucei,NA
Tbb1125VSG-6880,Trypanosoma brucei brucei,NA
Tbb1125VSG-6881,Trypanosoma brucei brucei,NA
Tbb1125VSG-6882,Trypanosoma brucei brucei,NA
Tbb1125VSG-6883,Trypanosoma brucei brucei,NA
Tbb1125VSG-6884,Trypanosoma brucei brucei,NA
Tbb1125VSG-6885,Trypanosoma brucei brucei,NA
Tbb1125VSG-6886,Trypanosoma brucei brucei,NA
Tbb1125VSG-6887,Trypanosoma brucei brucei,NA
Tbb1125VSG-6889,Trypanosoma brucei brucei,NA
Tbb1125VSG-6890,Trypanosoma brucei brucei,NA
Tbb1125VSG-6891,Trypanosoma brucei brucei,NA
Tbb1125VSG-6892,Trypanosoma brucei brucei,NA
Tbb1125VSG-6893,Trypanosoma brucei brucei,NA
Tbb1125VSG-6894,Trypanosoma brucei brucei,NA
Tbb1125VSG-6895,Trypanosoma brucei brucei,NA
Tbb1125VSG-6896,Trypanosoma brucei brucei,NA
Tbb1125VSG-6897,Trypanosoma brucei brucei,NA
Tbb1125VSG-6898,Trypanosoma brucei brucei,NA
Tbb1125VSG-6899,Trypanosoma brucei brucei,NA
Tbb1125VSG-6900,Trypanosoma brucei brucei,NA
Tbb1125VSG-6901,Trypanosoma brucei brucei,NA
Tbb1125VSG-6902,Trypanosoma brucei brucei,NA
Tbb1125VSG-6903,Trypanosoma brucei brucei,NA
Tbb1125VSG-6904,Trypanosoma brucei brucei,NA
Tbb1125VSG-6905,Trypanosoma brucei brucei,NA
Tbb1125VSG-6906,Trypanosoma brucei brucei,NA
Tbb1125VSG-6907,Trypanosoma brucei brucei,NA
Tbb1125VSG-6909,Trypanosoma brucei brucei,NA
Tbb1125VSG-6910,Trypanosoma brucei brucei,NA
Tbb1125VSG-6911,Trypanosoma brucei brucei,NA
Tbb1125VSG-6912,Trypanosoma brucei brucei,NA
Tbb1125VSG-6913,Trypanosoma brucei brucei,NA
Tbb1125VSG-6916,Trypanosoma brucei brucei,NA
Tbb1125VSG-6917,Trypanosoma brucei brucei,NA
Tbb1125VSG-6918,Trypanosoma brucei brucei,NA
Tbb1125VSG-6919,Trypanosoma brucei brucei,NA
Tbb1125VSG-6920,Trypanosoma brucei brucei,NA
Tbb1125VSG-6921,Trypanosoma brucei brucei,NA
Tbb1125VSG-6922,Trypanosoma brucei brucei,NA
Tbb1125VSG-6923,Trypanosoma brucei brucei,NA
Tbb1125VSG-6924,Trypanosoma brucei brucei,NA
Tbb1125VSG-6925,Trypanosoma brucei brucei,NA
Tbb1125VSG-6926,Trypanosoma brucei brucei,NA
Tbb1125VSG-6927,Trypanosoma brucei brucei,NA
Tbb1125VSG-6928,Trypanosoma brucei brucei,NA
Tbb1125VSG-6929,Trypanosoma brucei brucei,NA
Tbb1125VSG-6930,Trypanosoma brucei brucei,NA
Tbb1125VSG-6931,Trypanosoma brucei brucei,NA
Tbb1125VSG-6932,Trypanosoma brucei brucei,NA
Tbb1125VSG-6933,Trypanosoma brucei brucei,NA
Tbb1125VSG-6934,Trypanosoma brucei brucei,NA
Tbb1125VSG-6935,Trypanosoma brucei brucei,NA
Tbb1125VSG-6936,Trypanosoma brucei brucei,NA
Tbb1125VSG-6937,Trypanosoma brucei brucei,NA
Tbb1125VSG-6938,Trypanosoma brucei brucei,NA
Tbb1125VSG-6939,Trypanosoma brucei brucei,NA
Tbb1125VSG-6940,Trypanosoma brucei brucei,NA
Tbb1125VSG-6941,Trypanosoma brucei brucei,NA
Tbb1125VSG-6942,Trypanosoma brucei brucei,NA
Tbb1125VSG-6944,Trypanosoma brucei brucei,NA
Tbb1125VSG-6946,Trypanosoma brucei brucei,NA
Tbb1125VSG-6947,Trypanosoma brucei brucei,NA
Tbb1125VSG-6948,Trypanosoma brucei brucei,NA
Tbb1125VSG-6949,Trypanosoma brucei brucei,NA
Tbb1125VSG-6950,Trypanosoma brucei brucei,NA
Tbb1125VSG-6951,Trypanosoma brucei brucei,NA
Tbb1125VSG-6952,Trypanosoma brucei brucei,NA
Tbb1125VSG-6953,Trypanosoma brucei brucei,NA
Tbb1125VSG-6954,Trypanosoma brucei brucei,NA
Tbb1125VSG-6955,Trypanosoma brucei brucei,NA
Tbb1125VSG-6956,Trypanosoma brucei brucei,NA
Tbb1125VSG-6957,Trypanosoma brucei brucei,NA
Tbb1125VSG-6958,Trypanosoma brucei brucei,NA
Tbb1125VSG-6959,Trypanosoma brucei brucei,NA
Tbb1125VSG-6960,Trypanosoma brucei brucei,NA
Tbb1125VSG-6961,Trypanosoma brucei brucei,NA
Tbb1125VSG-6962,Trypanosoma brucei brucei,NA
Tbb1125VSG-6963,Trypanosoma brucei brucei,NA
Tbb1125VSG-6964,Trypanosoma brucei brucei,NA
Tbb1125VSG-6965,Trypanosoma brucei brucei,NA
Tbb1125VSG-6966,Trypanosoma brucei brucei,NA
Tbb1125VSG-6967,Trypanosoma brucei brucei,NA
Tbb1125VSG-6968,Trypanosoma brucei brucei,NA
Tbb1125VSG-6969,Trypanosoma brucei brucei,NA
Tbb1125VSG-6970,Trypanosoma brucei brucei,NA
Tbb1125VSG-6971,Trypanosoma brucei brucei,NA
Tbb1125VSG-6972,Trypanosoma brucei brucei,NA
Tbb1125VSG-6973,Trypanosoma brucei brucei,NA
Tbb1125VSG-6974,Trypanosoma brucei brucei,NA
Tbb1125VSG-6975,Trypanosoma brucei brucei,NA
Tbb1125VSG-6976,Trypanosoma brucei brucei,NA
Tbb1125VSG-6977,Trypanosoma brucei brucei,NA
Tbb1125VSG-6978,Trypanosoma brucei brucei,NA
Tbb1125VSG-6979,Trypanosoma brucei brucei,NA
Tbb1125VSG-6981,Trypanosoma brucei brucei,NA
Tbb1125VSG-6982,Trypanosoma brucei brucei,NA
Tbb1125VSG-6983,Trypanosoma brucei brucei,NA
Tbb1125VSG-6984,Trypanosoma brucei brucei,NA
Tbb1125VSG-6985,Trypanosoma brucei brucei,NA
Tbb1125VSG-6986,Trypanosoma brucei brucei,NA
Tbb1125VSG-6987,Trypanosoma brucei brucei,NA
Tbb1125VSG-6988,Trypanosoma brucei brucei,NA
Tbb1125VSG-6989,Trypanosoma brucei brucei,NA
Tbb1125VSG-6990,Trypanosoma brucei brucei,NA
Tbb1125VSG-6991,Trypanosoma brucei brucei,NA
Tbb1125VSG-6992,Trypanosoma brucei brucei,NA
Tbb1125VSG-6993,Trypanosoma brucei brucei,NA
Tbb1125VSG-6994,Trypanosoma brucei brucei,NA
Tbb1125VSG-6995,Trypanosoma brucei brucei,NA
Tbb1125VSG-6996,Trypanosoma brucei brucei,NA
Tbb1125VSG-6997,Trypanosoma brucei brucei,NA
Tbb1125VSG-6998,Trypanosoma brucei brucei,NA
Tbb1125VSG-6999,Trypanosoma brucei brucei,NA
Tbb1125VSG-7000,Trypanosoma brucei brucei,NA
Tbb1125VSG-7001,Trypanosoma brucei brucei,NA
Tbb1125VSG-7002,Trypanosoma brucei brucei,NA
Tbb1125VSG-7003,Trypanosoma brucei brucei,NA
Tbb1125VSG-7004,Trypanosoma brucei brucei,NA
Tbb1125VSG-7005,Trypanosoma brucei brucei,NA
Tbb1125VSG-7006,Trypanosoma brucei brucei,NA
Tbb1125VSG-7007,Trypanosoma brucei brucei,NA
Tbb1125VSG-7008,Trypanosoma brucei brucei,NA
Tbb1125VSG-7009,Trypanosoma brucei brucei,NA
Tbb1125VSG-7010,Trypanosoma brucei brucei,NA
Tbb1125VSG-7011,Trypanosoma brucei brucei,NA
Tbb1125VSG-7012,Trypanosoma brucei brucei,NA
Tbb1125VSG-7013,Trypanosoma brucei brucei,NA
Tbb1125VSG-7014,Trypanosoma brucei brucei,NA
Tbb1125VSG-7015,Trypanosoma brucei brucei,NA
Tbb1125VSG-7016,Trypanosoma brucei brucei,NA
Tbb1125VSG-7017,Trypanosoma brucei brucei,NA
Tbb1125VSG-7018,Trypanosoma brucei brucei,NA
Tbb1125VSG-7019,Trypanosoma brucei brucei,NA
Tbb1125VSG-7020,Trypanosoma brucei brucei,NA
Tbb1125VSG-7021,Trypanosoma brucei brucei,NA
Tbb1125VSG-7022,Trypanosoma brucei brucei,NA
Tbb1125VSG-7023,Trypanosoma brucei brucei,NA
Tbb1125VSG-7024,Trypanosoma brucei brucei,NA
Tbb1125VSG-7025,Trypanosoma brucei brucei,NA
Tbb1125VSG-7026,Trypanosoma brucei brucei,NA
Tbb1125VSG-7027,Trypanosoma brucei brucei,NA
Tbb1125VSG-7028,Trypanosoma brucei brucei,NA
Tbb1125VSG-7030,Trypanosoma brucei brucei,NA
Tbb1125VSG-7031,Trypanosoma brucei brucei,NA
Tbb1125VSG-7032,Trypanosoma brucei brucei,NA
Tbb1125VSG-7033,Trypanosoma brucei brucei,NA
Tbb1125VSG-7034,Trypanosoma brucei brucei,NA
Tbb1125VSG-7036,Trypanosoma brucei brucei,NA
Tbb1125VSG-7037,Trypanosoma brucei brucei,NA
Tbb1125VSG-7038,Trypanosoma brucei brucei,NA
Tbb1125VSG-7039,Trypanosoma brucei brucei,NA
Tbb1125VSG-7040,Trypanosoma brucei brucei,NA
Tbb1125VSG-7041,Trypanosoma brucei brucei,NA
Tbb1125VSG-7042,Trypanosoma brucei brucei,NA
Tbb1125VSG-7043,Trypanosoma brucei brucei,NA
Tbb1125VSG-7044,Trypanosoma brucei brucei,NA
Tbb1125VSG-7045,Trypanosoma brucei brucei,NA
Tbb1125VSG-7046,Trypanosoma brucei brucei,NA
Tbb1125VSG-7047,Trypanosoma brucei brucei,NA
Tbb1125VSG-7048,Trypanosoma brucei brucei,NA
Tbb1125VSG-7049,Trypanosoma brucei brucei,NA
Tbb1125VSG-7050,Trypanosoma brucei brucei,NA
Tbb1125VSG-7051,Trypanosoma brucei brucei,NA
Tbb1125VSG-7053,Trypanosoma brucei brucei,NA
Tbb1125VSG-7054,Trypanosoma brucei brucei,NA
Tbb1125VSG-7055,Trypanosoma brucei brucei,NA
Tbb1125VSG-7056,Trypanosoma brucei brucei,NA
Tbb1125VSG-7057,Trypanosoma brucei brucei,NA
Tbb1125VSG-7058,Trypanosoma brucei brucei,NA
Tbb1125VSG-7060,Trypanosoma brucei brucei,NA
Tbb1125VSG-7061,Trypanosoma brucei brucei,NA
Tbb1125VSG-7062,Trypanosoma brucei brucei,NA
Tbb1125VSG-7063,Trypanosoma brucei brucei,NA
Tbb1125VSG-7064,Trypanosoma brucei brucei,NA
Tbb1125VSG-7065,Trypanosoma brucei brucei,NA
Tbb1125VSG-7066,Trypanosoma brucei brucei,NA
Tbb1125VSG-7067,Trypanosoma brucei brucei,NA
Tbb1125VSG-7068,Trypanosoma brucei brucei,NA
Tbb1125VSG-7069,Trypanosoma brucei brucei,NA
Tbb1125VSG-7070,Trypanosoma brucei brucei,NA
Tbb1125VSG-7071,Trypanosoma brucei brucei,NA
Tbb1125VSG-7072,Trypanosoma brucei brucei,NA
Tbb1125VSG-7073,Trypanosoma brucei brucei,NA
Tbb1125VSG-7074,Trypanosoma brucei brucei,NA
Tbb1125VSG-7076,Trypanosoma brucei brucei,NA
Tbb1125VSG-7077,Trypanosoma brucei brucei,NA
Tbb1125VSG-7078,Trypanosoma brucei brucei,NA
Tbb1125VSG-7079,Trypanosoma brucei brucei,NA
Tbb1125VSG-7081,Trypanosoma brucei brucei,NA
Tbb1125VSG-7082,Trypanosoma brucei brucei,NA
Tbb1125VSG-7083,Trypanosoma brucei brucei,NA
Tbb1125VSG-7084,Trypanosoma brucei brucei,NA
Tbb1125VSG-7086,Trypanosoma brucei brucei,NA
Tbb1125VSG-7087,Trypanosoma brucei brucei,NA
Tbb1125VSG-7088,Trypanosoma brucei brucei,NA
Tbb1125VSG-7090,Trypanosoma brucei brucei,NA
Tbb1125VSG-7091,Trypanosoma brucei brucei,NA
Tbb1125VSG-7092,Trypanosoma brucei brucei,NA
Tbb1125VSG-7093,Trypanosoma brucei brucei,NA
Tbb1125VSG-7094,Trypanosoma brucei brucei,NA
Tbb1125VSG-7095,Trypanosoma brucei brucei,NA
Tbb1125VSG-7096,Trypanosoma brucei brucei,NA
Tbb1125VSG-7097,Trypanosoma brucei brucei,NA
Tbb1125VSG-7098,Trypanosoma brucei brucei,NA
Tbb1125VSG-7099,Trypanosoma brucei brucei,NA
Tbb1125VSG-7100,Trypanosoma brucei brucei,NA
Tbb1125VSG-7101,Trypanosoma brucei brucei,NA
Tbb1125VSG-7102,Trypanosoma brucei brucei,NA
Tbb1125VSG-7104,Trypanosoma brucei brucei,NA
Tbb1125VSG-7105,Trypanosoma brucei brucei,NA
Tbb1125VSG-7106,Trypanosoma brucei brucei,NA
Tbb1125VSG-7107,Trypanosoma brucei brucei,NA
Tbb1125VSG-7108,Trypanosoma brucei brucei,NA
Tbb1125VSG-7109,Trypanosoma brucei brucei,NA
Tbb1125VSG-7110,Trypanosoma brucei brucei,NA
Tbb1125VSG-7111,Trypanosoma brucei brucei,NA
Tbb1125VSG-7113,Trypanosoma brucei brucei,NA
Tbb1125VSG-7114,Trypanosoma brucei brucei,NA
Tbb1125VSG-7115,Trypanosoma brucei brucei,NA
Tbb1125VSG-7116,Trypanosoma brucei brucei,NA
Tbb1125VSG-7117,Trypanosoma brucei brucei,NA
Tbb1125VSG-7118,Trypanosoma brucei brucei,NA
Tbb1125VSG-7119,Trypanosoma brucei brucei,NA
Tbb1125VSG-7120,Trypanosoma brucei brucei,NA
Tbb1125VSG-7121,Trypanosoma brucei brucei,NA
Tbb1125VSG-7122,Trypanosoma brucei brucei,NA
Tbb1125VSG-7123,Trypanosoma brucei brucei,NA
Tbb1125VSG-7124,Trypanosoma brucei brucei,NA
Tbb1125VSG-7125,Trypanosoma brucei brucei,NA
Tbb1125VSG-7126,Trypanosoma brucei brucei,NA
Tbb1125VSG-7127,Trypanosoma brucei brucei,NA
Tbb1125VSG-7128,Trypanosoma brucei brucei,NA
Tbb1125VSG-7129,Trypanosoma brucei brucei,NA
Tbb1125VSG-7130,Trypanosoma brucei brucei,NA
Tbb1125VSG-7131,Trypanosoma brucei brucei,NA
Tbb1125VSG-7132,Trypanosoma brucei brucei,NA
Tbb1125VSG-7133,Trypanosoma brucei brucei,NA
Tbb1125VSG-7134,Trypanosoma brucei brucei,NA
Tbb1125VSG-7135,Trypanosoma brucei brucei,NA
Tbb1125VSG-7136,Trypanosoma brucei brucei,NA
Tbb1125VSG-7137,Trypanosoma brucei brucei,NA
Tbb1125VSG-7138,Trypanosoma brucei brucei,NA
Tbb1125VSG-7139,Trypanosoma brucei brucei,NA
Tbb1125VSG-7140,Trypanosoma brucei brucei,NA
Tbb1125VSG-7141,Trypanosoma brucei brucei,NA
Tbb1125VSG-7142,Trypanosoma brucei brucei,NA
Tbb1125VSG-7143,Trypanosoma brucei brucei,NA
Tbb1125VSG-7144,Trypanosoma brucei brucei,NA
Tbb1125VSG-7145,Trypanosoma brucei brucei,NA
Tbb1125VSG-7146,Trypanosoma brucei brucei,NA
Tbb1125VSG-7147,Trypanosoma brucei brucei,NA
Tbb1125VSG-7148,Trypanosoma brucei brucei,NA
Tbb1125VSG-7149,Trypanosoma brucei brucei,NA
Tbb1125VSG-7150,Trypanosoma brucei brucei,NA
Tbb1125VSG-7151,Trypanosoma brucei brucei,NA
Tbb1125VSG-7152,Trypanosoma brucei brucei,NA
Tbb1125VSG-7153,Trypanosoma brucei brucei,NA
Tbb1125VSG-7154,Trypanosoma brucei brucei,NA
Tbb1125VSG-7155,Trypanosoma brucei brucei,NA
Tbb1125VSG-7156,Trypanosoma brucei brucei,NA
Tbb1125VSG-7157,Trypanosoma brucei brucei,NA
Tbb1125VSG-7158,Trypanosoma brucei brucei,NA
Tbb1125VSG-7159,Trypanosoma brucei brucei,NA
Tbb1125VSG-7160,Trypanosoma brucei brucei,NA
Tbb1125VSG-7161,Trypanosoma brucei brucei,NA
Tbb1125VSG-7162,Trypanosoma brucei brucei,NA
Tbb1125VSG-7163,Trypanosoma brucei brucei,NA
Tbb1125VSG-7164,Trypanosoma brucei brucei,NA
Tbb1125VSG-7165,Trypanosoma brucei brucei,NA
Tbb1125VSG-7166,Trypanosoma brucei brucei,NA
Tbb1125VSG-7167,Trypanosoma brucei brucei,NA
Tbb1125VSG-7168,Trypanosoma brucei brucei,NA
Tbb1125VSG-7169,Trypanosoma brucei brucei,NA
Tbb1125VSG-7170,Trypanosoma brucei brucei,NA
Tbb1125VSG-7171,Trypanosoma brucei brucei,NA
Tbb1125VSG-7172,Trypanosoma brucei brucei,NA
Tbb1125VSG-7174,Trypanosoma brucei brucei,NA
Tbb1125VSG-7175,Trypanosoma brucei brucei,NA
Tbb1125VSG-7176,Trypanosoma brucei brucei,NA
Tbb1125VSG-7177,Trypanosoma brucei brucei,NA
Tbb1125VSG-7179,Trypanosoma brucei brucei,NA
Tbb1125VSG-7180,Trypanosoma brucei brucei,NA
Tbb1125VSG-7181,Trypanosoma brucei brucei,NA
Tbb1125VSG-7182,Trypanosoma brucei brucei,NA
Tbb1125VSG-7183,Trypanosoma brucei brucei,NA
Tbb1125VSG-7184,Trypanosoma brucei brucei,NA
Tbb1125VSG-7185,Trypanosoma brucei brucei,NA
Tbb1125VSG-7187,Trypanosoma brucei brucei,NA
Tbb1125VSG-7188,Trypanosoma brucei brucei,NA
Tbb1125VSG-7189,Trypanosoma brucei brucei,NA
Tbb1125VSG-7190,Trypanosoma brucei brucei,NA
Tbb1125VSG-7191,Trypanosoma brucei brucei,NA
Tbb1125VSG-7192,Trypanosoma brucei brucei,NA
Tbb1125VSG-7194,Trypanosoma brucei brucei,NA
Tbb1125VSG-7195,Trypanosoma brucei brucei,NA
Tbb1125VSG-7196,Trypanosoma brucei brucei,NA
Tbb1125VSG-7197,Trypanosoma brucei brucei,NA
Tbb1125VSG-7198,Trypanosoma brucei brucei,NA
Tbb1125VSG-7199,Trypanosoma brucei brucei,NA
Tbb1125VSG-7200,Trypanosoma brucei brucei,NA
Tbb1125VSG-7201,Trypanosoma brucei brucei,NA
Tbb1125VSG-7203,Trypanosoma brucei brucei,NA
Tbb1125VSG-7204,Trypanosoma brucei brucei,NA
Tbb1125VSG-7205,Trypanosoma brucei brucei,NA
Tbb1125VSG-7206,Trypanosoma brucei brucei,NA
Tbb1125VSG-7207,Trypanosoma brucei brucei,NA
Tbb1125VSG-7208,Trypanosoma brucei brucei,NA
Tbb1125VSG-7210,Trypanosoma brucei brucei,NA
Tbb1125VSG-7211,Trypanosoma brucei brucei,NA
Tbb1125VSG-7213,Trypanosoma brucei brucei,NA
Tbb1125VSG-7214,Trypanosoma brucei brucei,NA
Tbb1125VSG-7215,Trypanosoma brucei brucei,NA
Tbb1125VSG-7216,Trypanosoma brucei brucei,NA
Tbb1125VSG-7218,Trypanosoma brucei brucei,NA
Tbb1125VSG-7219,Trypanosoma brucei brucei,NA
Tbb1125VSG-7220,Trypanosoma brucei brucei,NA
Tbb1125VSG-7221,Trypanosoma brucei brucei,NA
Tbb1125VSG-7222,Trypanosoma brucei brucei,NA
Tbb1125VSG-7223,Trypanosoma brucei brucei,NA
Tbb1125VSG-7224,Trypanosoma brucei brucei,NA
Tbb1125VSG-7225,Trypanosoma brucei brucei,NA
Tbb1125VSG-7226,Trypanosoma brucei brucei,NA
Tbb1125VSG-7228,Trypanosoma brucei brucei,NA
Tbb1125VSG-7229,Trypanosoma brucei brucei,NA
Tbb1125VSG-7230,Trypanosoma brucei brucei,NA
Tbb1125VSG-7231,Trypanosoma brucei brucei,NA
Tbb1125VSG-7232,Trypanosoma brucei brucei,NA
